ID,Img_URL,Img_position,Device Subtitle,Device Title,Key Feature_1,Key Feature_2,Key Feature_3,Key Feature_4,Key Feature_5,Key Feature_6,Key Feature_7,Product description,Device Type,Network Technology,LTE catagory support,Manufacture_Address,Manufacture_Phone,Manufacture_Email,Hardware_Antenna,Hardware_Battery,Hardware_Display Resolution,Hardware_Ethernet Posts,Hardware_Sim Type,Hardware_USB ports,Hardware_Voltage supply,Other_Accelerometer,Other_Z-Wave,Other_Audio,Other_Battery safety,Other_Bluetooth,Other_Camera,Other_Dual SIM,Other_E911,Other_eUICC,Other_GNSS,Other_GPSS,Other_GPS,Other_Keyboard,Other_Magnetic card reader,Other_Printer,Other_RJ-11,Other_Scanning tech,Other_Serial,Other_Smart card reader,Other_Voice transmission capable,Other_Wifi,Zigbee,FoTA For Baseband/Modem Software Update Capability,FoTA Client Type,Operating System,Soft_Developer Kit,Soft_Diagnostics,Soft_Security Level,Soft_EMS,Soft_MMS,Soft_Remote Management,Soft_SMS Capability,Soft_WEA,Soft_Persistent Prefix IPv6,Soft_Mobile Private Network,Soft_FWA,Soft_Split Data Routing,Soft_Multi-APN,Soft_Global Capable,Soft_Private Wireless Network,Chassis_Dimensions,Chassis_Weight,Chassis_Operating Temperature,Chassis_Storage Temperature,Chassis_Relative Humidity,Chassis_Rain & dust resistance,Chassis_Vehicle Mounting,Network_NAT,Network_Routing Protocols,Network_Security Protocol,Network_VPN Support,Network_Numbershare,Network_Fax capable,Network_Firewall,Network_UMTS,Network_LTE,Network_LTE Global/Roaming,Network_5G,Network_5G Global/Roaming,Network_GPRS,Network_GSM,Contact_Website,Contact_Address,Contact_Phone,Contact_Email,Industry,Gift_Card,Status,Published,Variant Inventory Policy,Variant Fulfillment Service,Variant Requires Shipping,Variant Taxable,Included / United States,Included / International
10055,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/10055,,Xirgo Technologies,XT3182D,Cargo Capacity Sensor,,,,,,,Xirgo’s XT3182D is a cargo occupancy sensor fusion platform consisting of two cameras and a Time-of-Flight ultrasonic sensor which provides improved cargo sensing capabilities where traditional ultrasonic-based cargo sensors fail to provide accurate cargo capacity utilization information. The platform reports its monitoring data to a server via the cellular network.,Remote Monitoring and Control,LTE Only,Cat 4,Heather Felix,805-259-3812,HFelix@xirgo.com,—,15 Ah Li-Ion,—,—,SIM1 - Standard/Industrial Micro SIM (3FF),SIM2 - Standard/Industrial Micro SIM (3FF),,Checked,—,—,—,Checked,—,Checked,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution (only),OMADM,Other,—,—,None,—,—,—,Checked,—,—,Checked,—,—,—,—,—,6.25x8.81x1.75 in.,—,-40 °C to 70 °C,—,—,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz)",Band7 (2600 MHz),850 MHz,850 MHz,,,www.xirgo.com,"188 Camino Ruiz, Camarillo, CA 93012",N/A,Support@Xirgo.com,"Distribution, Transportation",FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
12681,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/12681,,Peplink,MAX HD2 Dome,2x embedded cellular modem (Downlink/Uplink: LTE-A Pro 600Mbps/150Mbps),Embedded cellular antenna,IP67 Standard,Remote Central Management with InControl 2,,,,The HD2 Dome provides dual-cellular Bandwidth Bonding in an IP67 enclosure that has a minimal profile on the rooftop while providing maximum signal. Combine HD2 Dome with SIM injector can even increase number of SIM to 12 to ensure reliable connectivity in outdoor application.,Router,LTE with GSM/UMTS,Cat 12,sales@peplink.com,650-450-9668,sales@peplink.com,—,—,—,2,SIM1 - Standard/Industrial Mini SIM (2FF),SIM2 - Standard/Industrial Mini SIM (2FF),,—,—,—,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Non Verizon FoTA Solution (only),OMADM,Linux,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,Checked,—,—,—,Checked,Checked,—,—,—,—,—,3.75 lbs,-40 °F to 149 °F,-40 °F to 149 °F,15% – 95% (non-condensing),Checked,—,"One-to-one, one-to-many","Static, Dynamic, OSPF, RIPv2, BGP",Yes,"PepVPN, IPSec, L2TP",N - no Numbershare,—,Checked,Checked,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band48 (3500 MHz), Band66 (1700 MHz)",,,,,,www.peplink.com,priority.support@peplink.com,650-450-9668,priority.support@peplink.com,"Agricultural, Airborne Usage, Construction, Distribution, Education, Financial Services, Government, Healthcare",FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
11766,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/11766,,Embedded Planet,Chronos,IoT Modem,Castellated pads,2 x 10-pin header,GNSS support,,,,"Chronos is a small form-factor modem for embedded cellular applications. A mere 29.5mm x 33mm in size, the Chronos module can be mounted using a standard 2×10-pin modem header or the module’s own castellated pads – perfect for streamlined integration into product designs. Chronos also supports GNSS for location tracking.",Modem,LTE Only,Cat M1,"31225 Bainbridge Road, Suite N",866-274-3335,sales@embeddedplanet.com,External,—,—,0,Standard Nano SIM (4FF),0,—,—,—,—,—,—,—,—,—,—,—,Checked,Checked,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution (only),LWM2M,Other,—,Checked,None,—,—,—,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)",,,,,,www.embeddedplanet.com/,"31225 Bainbridge Road, Suite N",866-274-3335,support@embeddedplanet.com,"Agricultural, Airborne Usage, Construction, Distribution, Education, Financial Services, Government, Healthcare",FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
15875,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/15875,,AMIT Wireless,MDG200,Industrial IoT LTE modem,USB and UART Interface,Web-based Configuration,Intelligent Network Monitoring,16-pin Board-to-Board Connector,,,"AMIT MDG200 is an embedded LTE modem with USB and UART interfaces through a 16-pin board-to-board connector. It’s a Plug&Play end device that can provide LTE connectivity. With its intelligent connection monitoring mechanism, it can provide more reliable LTE connection for mission-critical applications. MDG200 equips with an internal web GUI for configuration and connection status monitoring. The GPS feature can also help collect the location data at real time.",Modem,LTE Only,Cat 4,"1-2F, No. 28, Ln. 31, Sec. 1, Huandong Rd., Tainan City 74146, Taiwan (R.O.C.)",-5057146,tim@amit.com.tw,—,—,—,—,Standard Nano SIM (4FF),—,DC 3.3V/5V (Power Input),—,—,—,—,—,—,—,—,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution (only),OMADM,Linux,—,—,—,—,—,—,—,—,—,Checked,Checked,—,—,—,LTE Licensed,1.96x1.23x0.35 in.,—,-40 °C to +80 °C,-40 °C to +85 °C,10%~95% (non-condensing),—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)",,,,,,www.amitwireless.com,"1-2F, No. 28, Ln. 31, Sec. 1, Huandong Rd., Tainan City 74146, Taiwan (R.O.C.)",-5057146,tim@amit.com.tw,"Agricultural, Distribution, Education, Financial Services, Healthcare, Hospitality, Industrial / Manufacturing, Media and Entertainment",FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
16020,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/16020,,TELIT IOT SOLUTIONS INC.,Telit 5G Sub-6 IoT Eval Kit,"NR Sub-6, cellular and GNSS connectivity",Module specific circuitry which is not part of the generic circuitry of the EVB,Board to Board connectors for interfacing to EVB main board,"PCIe connector, USB Type C connector, RESET button and status LED",12v DC jack,,,"The Telit development kit lets you evaluate and prototype complete 5G NR Sub-6 device concepts. Telit 5G Sub-6 development kit exposes module interfaces, allowing you to test your application comfortably. The development kit includes main board, interface board, data board, micro USB cable, cellular and GNSS antenna set, power supply adaptor and cable.",Development Kit,LTE with 5G NR NSA,Cat 20,"5425 Page Rd, Suite 120, Durham, NC, 27703",+1 888 846 9773,sales-northamerica@telit.com,—,—,—,—,Standard/Industrial Micro SIM (3FF),1,—,—,—,—,—,—,—,—,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),LWM2M,Linux,Checked,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,—,Checked,—,—,Checked,Checked,—,—,—,—,—,—,—,—,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band48 (3500 MHz), Band66 (1700 MHz)","Band1 (2100MHz), Band3 (1800MHz), Band7 (2600 MHz), Band14 (700 MHz), Band40 (2300 MHz), Band46 (5200 MHz)","NSA FR1 (Sub6) n2, NSA FR1 (Sub6) n5, NSA FR1 (Sub6) n48, NSA FR1 (Sub6) n66",NSA FR1 Roaming n78,,,telit.com,"5425 Page Rd, Suite 120, Durham, NC, 27703",+1 888 846 9773,ts-americas@telit.com,"Agricultural, Airborne Usage, Construction, Distribution, Education, Financial Services, Government, Healthcare",,FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
15920,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/15920,,TELIT IOT SOLUTIONS INC.,Telit 5G HP IoT Eval Kit,"HP mmWave, NR FR1, cellular and GNSS connectivity",10Gbps Ethernet (up to 90W),"Debug port (JTAG, UART)","USB Type C connector, RESET button and status LED",12v DC jack,,,"The Telit development kit lets you evaluate and prototype complete 5G NR FR2 High Power and NR FR1 device concepts. Telit 5G HP development kit exposes module interfaces, allowing you to test your application comfortably. The development kit includes main board, FR2 Antenna board, heatsink, USB-C cable, HP mmWave antenna set, cellular and GNSS antenna set, power supply adaptor and cable.",Development Kit,LTE with 5G NR NSA,Cat 20,"5425 Page Rd, Suite 120, Durham, NC, 27703",+1 888 846 9773,sales-northamerica@telit.com,—,—,—,—,Standard/Industrial Micro SIM (3FF),1,—,—,—,—,—,—,—,—,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),LWM2M,Linux,Checked,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,—,Checked,—,—,Checked,Checked,—,—,—,—,—,—,—,—,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band48 (3500 MHz), Band66 (1700 MHz)","Band1 (2100MHz), Band3 (1800MHz), Band7 (2600 MHz), Band14 (700 MHz), Band40 (2300 MHz), Band46 (5200 MHz)","NSA FR1 (Sub6) n2, NSA FR1 (Sub6) n5, NSA FR1 (Sub6) n48, NSA FR1 (Sub6) n66, NSA FR2 (mmWave) n260, NSA FR2 (mmWave) n261",NSA FR1 Roaming n78,,,telit.com,"5425 Page Rd, Suite 120, Durham, NC, 27703",+1 888 846 9773,ts-americas@telit.com,"Agricultural, Airborne Usage, Construction, Distribution, Education, Financial Services, Government, Healthcare",,FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
14308,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/14308,,TELIT IOT SOLUTIONS INC.,Telit Charlie IoT Eval Kit,Powered either from a computer USB port or Li-ion battery,High-efficiency battery charger circuit,SMA receptacle for external cellular antenna,Built-in high-performance GNSS antenna with a low-noise preamplifier,External GNSS antenna connector with LNA supply,,,"The next generation of Telit IoT evaluation kits, Charlie is an Arduino-based MKR form factor board. It combines a low power ARM® Cortex®-M0 32-bit SAMD21 microprocessor with a Telit ME310 cellular module, providing global narrowband connectivity and a high performance GNSS receiver. Charlie includes a Bosch Sensortec high-performance motion smart sensor chip and an embedded GNSS antenna to make it a complete yet extremely compact IoT development platform.",Development Kit,LTE Only,Cat NB1+M1,"5425 Page Rd, Suite 120, Durham, NC, 27703",+1 888 846 9773,sales-northamerica@telit.com,—,—,—,0,Standard/Industrial Mini SIM (2FF),1,—,Checked,—,—,—,—,—,—,—,—,—,Checked,Checked,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),LWM2M,Other,Checked,Checked,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,—,Checked,—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)",,,,,,telit.com,"5425 Page Rd, Suite 120, Durham, NC, 27703",+1 888 846 9773,ts-americas@telit.com,"Agricultural, Construction, Distribution, Education, Financial Services, Government, Healthcare, Hospitality",,FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
14303,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/14303,,TELIT IOT SOLUTIONS INC.,Telit Bravo IoT Evaluation Kit,"Powered either from a computer USB port, external power supply or Li-ion battery",High-efficiency battery charger circuit*,Built-in wideband cellular antenna,SMA receptacle for external GNSS antenna with LNA supply,"High-performance, low-power and low-noise Bosch motion and environmental sensors",,,"The next generation of Telit IoT evaluation kits, Bravo is compatible with the most common open-hardware platforms. The kit features Telit ME910C1-WW, one of Telit’s flagship modules with broad frequency band coverage and LTE-M support with 2G fallback. Bravo includes three Bosch Sensortec high-performance motion and environmental smart sensor chips to make Bravo a complete IoT development platform.",Development Kit,LTE with GSM/UMTS,Cat M1,"5425 Page Rd, Suite 120, Durham, NC, 27703",+1 888 846 9773,sales-northamerica@telit.com,External,—,—,0,Standard/Industrial Mini SIM (2FF),1,3.7 V,Checked,—,—,—,—,—,—,—,—,—,Checked,Checked,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),LWM2M,Other,Checked,Checked,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,—,Checked,—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)","Band1 (2100MHz), Band3 (1800MHz), Band12 (700 MHz)","1800 MHz, 1900 MHz, 850 MHz, 900 MHz",,,,telit.com,"5425 Page Rd, Suite 120, Durham, NC, 27703",+1 888 846 9773,ts-americas@telit.com,"Agricultural, Construction, Distribution, Education, Financial Services, Government, Healthcare, Hospitality",,FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
14646,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/14646,,Positioning Universal,FJ900M,Cat-M,GPS asset tracking,,,,,,GPS based asset and vehicle tracking device,Asset Tracking,LTE with GSM/UMTS,Cat M1,"7170 Convoy Court, San Diego, CA 92111",18582018724,alex.zhang@positioninguniversal.com,Internal,450 mah,—,—,Standard Nano SIM (4FF),—,12V,Checked,—,—,Checked,—,—,—,—,—,—,Checked,Checked,—,Checked,—,—,—,Checked,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),LWM2M,Other,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,Checked,Checked,—,—,Checked,—,—,—,—,—,3.5x2x0.7 in.,—,-20c °F to °F,-40c °F,—,—,Checked,—,"UDP, TCP",—,—,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)","1800 MHz, 1900 MHz, 850 MHz, 900 MHz",,,,,www.positioninguniversal.com,"7170 Convoy Court, San Diego, CA 92111",18582018724,alex.zhang@positioninguniversal.com,"Distribution, Transportation, Utilities",FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
15949,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/15949,,D-Link Systems Inc.,DWM-311 B1,Industrial Ethernet LTE Modem,Web-based configuration,Intelligent network monitoring,Compact form factor,,,,D-Link’s DWM-311 B1 4G LTE M2M Modem is a robust 4G LTE modem that provides blazing fast connection speeds for embedded Machine-to-Machine (M2M) applications. The single mode LTE modem provides an economical and reliable high speed connection suitable for the most demanding Internet of Things (IoT) applications. This cost-effective device is pre-configured to provide a complete connectivity solution out of the box.,Modem,LTE Only,Cat 4,"17595 Mt. Hermann St., Fountain Valley, CA, 92708",760-705-0929,jack.mcguigan@dlink.com,—,n/a,n/a,1,Standard/Industrial Micro SIM (3FF),0,DC 5V (Power Input),—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),OMADM,Linux,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,—,—,—,—,Checked,Checked,—,—,—,LTE Licensed,2.79x3.1x1.0 in.,—,-40 °C to +85 °C,-30 °C to +70 °C,10%~95% (non-condensing),—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)",,,,,,,"17595 Mt. Hermann St., Fountain Valley, CA, 92708",714-885-6000,spbu_support@dlink.com,"Agricultural, Construction, Distribution, Education, Financial Services, Healthcare, Hospitality, Industrial / Manufacturing",FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
14294,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/14294,,Rombit Inc,Romware One,This is a worker safety and COVID -19 contact tracing device,,,,,,,This is a worker safety product that also includes COVID-19 digital contact tracing.,Wearable,LTE Only,Cat M1,"1930 Scotch Pine St, Tomball, TX 77375",9036811447,lance@decklam.com,—,—,—,—,Standard Nano SIM (4FF),—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),OMADM,RTOS,—,Checked,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band2 (1900 MHz), Band4 (1700 MHz), Band13 (700 MHz)",,,,,,rombit.com/,"1930, SCOTCH PINE ST",9036811447,lance@decklam.com,"Construction, Industrial / Manufacturing, Oil and Gas",FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
13644,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/13644,,Cypress Solutions Inc.,CTM-ONE-PLUS,Interface to industrial equipment over RS232 / RS485 / GPIO / Ethernet,Interface to wireless equipment over WiFi / BT / BLE,OTA Management and Monitoring,Choice of built-in or external antennas,Support for automotive CAN networks,,,"Rugged Gateway for fixed and mobile applications. Sensor aggregation via CAN/GPIO/Serial/Ethernet. On board WiFi, GNSS with Dead Reckoning. Internal embedded antennas for ease of installation, external antennas can be used if available (software configurable). Advanced processing logic for event reporting and integrated support for IoT applications. Sealed cable management system providing a high degree of Ingress protection and security. Internal rechargeable battery.",Router,LTE Only,Cat 4,"3066 Beta Ave, Burnaby, BC, V5G 4K4, Canada",604-294-4465,coneill@cypress.bc.ca,—,optional,N/A,1,SIM1 - Standard/Industrial Mini SIM (2FF),SIM2 - Standard/Industrial Mini SIM (2FF),,Checked,—,—,—,Checked,—,Checked,—,—,—,Checked,Checked,—,—,—,—,—,Checked,—,—,Checked,—,Verizon FoTA Solution (only),OMADM,Linux,—,—,—,—,—,Checked,—,—,—,Checked,Checked,—,—,—,LTE Licensed,6.9x6.4x2.1 in.,—,-30 °C to 70 °C,0 °C to 40 °C,95%,Checked,Checked,,—,TLS SSL,IPSec,N - no Numbershare,—,Checked,—,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band66 (1700 MHz)",,,,,,www.cypress.bc.ca,"3066 Beta Ave, Burnaby, BC, V5G 4K4, Canada",604-294-4465,support@cypress.bc.ca,"Agricultural, Construction, Industrial / Manufacturing, Oil and Gas, Public Safety, Transportation, Utilities",FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
14546,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/14546,,Netgear,LM1200 LTE Modem,"Fast, reliable and instant LTE connection",Gigabit Ethernet Ports,Works with Any Wireless Routers and WiFi systems,"Compact, modern design",,,,Low cost LTE with 3G fallback modem featuring high-speed Internet connection via a GiGe Ethernet port. The modem operates in the IP Pass through (Bridge) mode and allow only 1 LAN connection.,Modem,LTE with GSM/UMTS,Cat 4,Netgear Sales,(408) 907-8000,sales@netgear.com,—,None,None,2,Standard Nano SIM (4FF),1,5.0V (device comes with AC power adaptor),—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),OMADM,Linux,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,—,Checked,—,—,Checked,Checked,—,—,—,LTE Licensed,4.56x4.56x1.27 in.,—,45 °C to °C,-25 °C to 55 °C,—,—,—,"RFC 3022, 4787, 5382; Support up to 64K concurrent dynamic NAT sessions","IPv4 basic routing; Static routing; Dynamic routing RIPv1, RIPv2B/M",LTE and WCDMA related,No built-on VPN. Host PC can install its own VPN client.,N - no Numbershare,—,—,Checked,"Band4 (1700 MHz), Band13 (700 MHz)",Band14 (700 MHz),,,,,www.netgear.com,Netgear Technical Support,1-888-NETGEAR,netgearteam@netgear.com,"Agricultural, Construction, Distribution, Education, Financial Services, Healthcare, Hospitality, Industrial / Manufacturing",FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
17526,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/17526,,"VIA Intelligent Automotive, INC.",VIA Mobile360 D700 AI Dash Cam,"AI Dash Cam with dual 1080p front dash and interior cameras; integrated 4G,WIFI,CAN,GNSS","Configurable LDW,FCW and DMS;VIA Fleet Cloud Management",,,,,,"Boost driver safety and enhance fleet efficiency with the VIA Mobile360 D700 AI Dash Cam. Combining cutting-edge AI-powered safety features that detect potential dangers on the road ahead and risky driver behavior with 4G LTE connectivity and AWS Cloud integration, this robust and high-performance dual-camera device is ideal for the most demanding commercial grade fleet management applications",Vehicle Monitoring,LTE Only,Cat 4,"940 Mission Ct Fremont,CA 94539",16268985108,CynthiaTung@viatech.com,—,—,—,0,Standard/Industrial Micro SIM (3FF),0,9-36V DC IN,Checked,—,—,—,—,Checked,—,—,—,Checked,Checked,Checked,—,—,—,—,—,—,—,—,Checked,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),OMADM,Linux,Checked,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,—,—,—,—,Checked,—,—,—,—,LTE Licensed,12.452x9.560x4.125 in.,—,-20 °C to 70 °C,-20 °C to 70 °C,90%,—,Checked,linux iptable,linux ip-forward,ssl/https/tls,—,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)",,,,,,www.viatech.com,"940 Mission Ct, Fremont CA 94539",1-510-683-3300,support@viatech.com,Transportation,FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
